Date,Temp,Hum,Prec
21/08/2007,20,64,0
22/08/2007,20,50,0
23/08/2007,20,50,0
24/08/2007,19,57,0
25/08/2007,18,60,0
26/08/2007,20,50,0
27/08/2007,18,57,0
28/08/2007,18,60,0
29/08/2007,19,57,0
30/08/2007,21,57,0
31/08/2007,20,50,0
01/09/2007,19,50,0
02/09/2007,19,61,0
03/09/2007,19,50,0
04/09/2007,19,53,0
05/09/2007,19,53,0
06/09/2007,20,53,0
07/09/2007,18,57,0
08/09/2007,19,64,0
09/09/2007,20,65,0
10/09/2007,20,50,0
11/09/2007,20,56,0
12/09/2007,20,56,0
13/09/2007,20,47,0
14/09/2007,20,53,0
15/09/2007,20,50,0
16/09/2007,20,69,0
17/09/2007,19,61,0
18/09/2007,18,53,0
19/09/2007,18,50,0
20/09/2007,18,47,0
21/09/2007,20,60,0
22/09/2007,19,57,0
23/09/2007,20,57,0
24/09/2007,20,64,0
25/09/2007,20,69,0
26/09/2007,19,68,0
27/09/2007,17,60,0
28/09/2007,18,49,0
29/09/2007,18,65,0
30/09/2007,20,69,0
01/10/2007,18,60,0
02/10/2007,17,49,0
03/10/2007,18,57,0
04/10/2007,18,64,0
05/10/2007,17,64,0
06/10/2007,19,78,0
07/10/2007,19,69,0
08/10/2007,20,50,0
09/10/2007,20,60,0
10/10/2007,20,47,0
11/10/2007,19,68,0
12/10/2007,20,39,0
13/10/2007,21,11,0
14/10/2007,19,60,0
15/10/2007,19,57,0
16/10/2007,19,64,0
17/10/2007,17,57,0
18/10/2007,19,47,0
19/10/2007,17,52,0
20/10/2007,18,36,0
21/10/2007,20,65,0
22/10/2007,20,54,0
23/10/2007,19,64,0
24/10/2007,19,46,0
25/10/2007,19,57,0
26/10/2007,20,52,0
27/10/2007,19,46,0
28/10/2007,19,50,0
29/10/2007,19,57,0
30/10/2007,19,56,0
31/10/2007,18,50,0
01/11/2007,19,56,0
02/11/2007,18,43,0
03/11/2007,18,52,0
04/11/2007,17,57,0
05/11/2007,18,50,0
06/11/2007,18,65,0
07/11/2007,18,69,0
08/11/2007,20,65,0
09/11/2007,20,53,0
10/11/2007,20,36,0
11/11/2007,20,41,0
12/11/2007,20,44,0
13/11/2007,19,60,0
14/11/2007,19,53,0
15/11/2007,19,57,0
16/11/2007,18,69,0
17/11/2007,19,73,0
18/11/2007,18,78,0
19/11/2007,19,69,0
20/11/2007,18,65,0
21/11/2007,18,52,0
22/11/2007,16,52,0
23/11/2007,15,49,0
24/11/2007,15,49,0
25/11/2007,15,49,0
26/11/2007,17,43,0
27/11/2007,18,52,0
28/11/2007,16,56,0
29/11/2007,18,56,0
30/11/2007,15,56,0
01/12/2007,17,68,0
02/12/2007,17,64,0
03/12/2007,17,60,0
04/12/2007,16,56,0
05/12/2007,16,46,0
06/12/2007,18,60,0
07/12/2007,18,60,0
08/12/2007,17,64,0
09/12/2007,17,56,0
10/12/2007,17,64,0
11/12/2007,18,64,0
12/12/2007,17,60,0
13/12/2007,17,68,0
14/12/2007,18,68,0
15/12/2007,17,49,0
16/12/2007,17,56,0
17/12/2007,17,59,0
18/12/2007,14,56,0
19/12/2007,13,52,0
20/12/2007,14,46,0
21/12/2007,15,59,0
22/12/2007,15,52,0
23/12/2007,16,59,0
24/12/2007,15,55,0
25/12/2007,14,55,0
26/12/2007,13,56,0
27/12/2007,14,63,0
28/12/2007,14,52,0
29/12/2007,15,52,0
30/12/2007,15,59,0
31/12/2007,12,56,0
