Date,Temp,Hum,Prec
06/09/2003,21,61,0
07/09/2003,22,51,0
08/09/2003,22,61,0
09/09/2003,22,50,0
10/09/2003,22,53,0
11/09/2003,20,51,0
12/09/2003,20,20,0
13/09/2003,22,20,0
14/09/2003,23,35,0
15/09/2003,23,73,0
16/09/2003,21,70,0
17/09/2003,21,61,0
18/09/2003,21,65,0
19/09/2003,22,61,0
20/09/2003,22,65,0
21/09/2003,22,69,0
22/09/2003,23,57,0
23/09/2003,22,57,0
24/09/2003,21,61,0
25/09/2003,21,65,0
26/09/2003,21,65,0
27/09/2003,22,69,0
28/09/2003,22,69,0
29/09/2003,22,65,0
30/09/2003,21,46,0
01/10/2003,20,48,0
02/10/2003,19,51,0
03/10/2003,20,68,0
04/10/2003,19,57,0
05/10/2003,20,57,0
06/10/2003,19,60,0
07/10/2003,21,53,0
08/10/2003,20,57,0
09/10/2003,19,61,0
10/10/2003,19,65,0
11/10/2003,18,60,0
12/10/2003,18,65,0
13/10/2003,19,61,0
14/10/2003,18,61,0
15/10/2003,18,54,0
16/10/2003,20,53,0
17/10/2003,21,64,0
18/10/2003,20,65,0
19/10/2003,19,69,0
20/10/2003,19,60,0
21/10/2003,18,60,0
22/10/2003,18,60,0
23/10/2003,19,52,0
24/10/2003,17,53,0
25/10/2003,15,49,0
26/10/2003,14,46,0
27/10/2003,15,49,0
28/10/2003,16,53,0
29/10/2003,18,56,0
30/10/2003,19,56,0
31/10/2003,17,57,0
01/11/2003,17,52,0
02/11/2003,17,53,0
03/11/2003,17,60,0
04/11/2003,18,69,0
05/11/2003,20,78,0
06/11/2003,19,68,0
07/11/2003,16,56,0
08/11/2003,16,46,0
09/11/2003,15,46,0
10/11/2003,17,60,0
11/11/2003,18,65,0
12/11/2003,19,69,0
13/11/2003,18,64,0
14/11/2003,17,64,0
15/11/2003,17,60,0
16/11/2003,18,52,0
17/11/2003,16,52,0
18/11/2003,18,56,0
19/11/2003,17,53,0
20/11/2003,17,56,0
21/11/2003,16,45,0
22/11/2003,13,52,0
23/11/2003,13,49,0
24/11/2003,16,52,0
25/11/2003,16,59,0
26/11/2003,15,55,0
27/11/2003,15,53,0
28/11/2003,17,64,0
29/11/2003,16,59,0
30/11/2003,15,60,0
01/12/2003,16,55,0
02/12/2003,14,55,0
03/12/2003,16,49,0
04/12/2003,14,49,0
05/12/2003,13,49,0
06/12/2003,14,49,0
07/12/2003,14,48,0
08/12/2003,15,49,0
09/12/2003,14,56,0
10/12/2003,16,59,0
11/12/2003,16,64,0
12/12/2003,16,56,0
13/12/2003,16,64,0
14/12/2003,16,35,0
15/12/2003,14,52,0
16/12/2003,14,48,0
17/12/2003,14,49,0
18/12/2003,13,52,0
19/12/2003,18,68,0
20/12/2003,19,73,0
21/12/2003,19,73,0
22/12/2003,18,60,0
23/12/2003,17,77,0
24/12/2003,17,77,0
25/12/2003,16,73,0
26/12/2003,17,68,0
27/12/2003,17,69,0
28/12/2003,16,60,0
29/12/2003,15,59,0
30/12/2003,15,55,0
31/12/2003,16,55,0
