Date,Temp,Hum,Prec
02/05/2002,16,49,0.00
03/05/2002,16,52,0.00
04/05/2002,16,49,0.00
05/05/2002,16,49,0.00
06/05/2002,15,56,0.00
07/05/2002,15,49,0.00
08/05/2002,15,45,0.00
09/05/2002,15,46,0.00
10/05/2002,16,52,0.00
11/05/2002,15,64,0.00
12/05/2002,16,68,0.00
13/05/2002,15,53,0.00
14/05/2002,17,68,0.00
15/05/2002,15,64,0.00
16/05/2002,16,43,0.00
17/05/2002,16,45,0.00
18/05/2002,17,52,0.00
19/05/2002,17,46,0.00
20/05/2002,17,57,0.00
21/05/2002,17,60,0.00
22/05/2002,18,43,0.00
23/05/2002,17,46,0.00
24/05/2002,17,56,0.00
25/05/2002,18,50,0.00
26/05/2002,17,52,0.00
27/05/2002,18,52,0.00
28/05/2002,17,49,0.00
29/05/2002,18,59,0.00
30/05/2002,17,49,0.00
31/05/2002,17,60,0.00
01/06/2002,17,56,0.00
02/06/2002,18,46,0.00
03/06/2002,17,49,0.00
04/06/2002,16,49,0.00
05/06/2002,19,68,0.00
06/06/2002,18,56,0.00
07/06/2002,18,56,0.00
08/06/2002,18,53,0.00
09/06/2002,18,41,0.00
10/06/2002,20,53,0.00
11/06/2002,18,60,0.00
12/06/2002,18,52,0.00
13/06/2002,19,50,0.00
14/06/2002,18,64,0.00
15/06/2002,20,65,0.00
16/06/2002,19,61,0.00
17/06/2002,18,73,0.00
18/06/2002,19,69,0.00
19/06/2002,19,60,0.00
20/06/2002,19,53,0.00
21/06/2002,19,53,0.00
22/06/2002,17,33,0.00
23/06/2002,20,56,0.00
24/06/2002,19,56,0.00
25/06/2002,18,46,0.00
26/06/2002,19,57,0.00
27/06/2002,19,68,0.00
28/06/2002,19,60,0.00
29/06/2002,19,64,0.00
30/06/2002,18,53,0.00
01/07/2002,18,57,0.00
02/07/2002,19,57,0.00
03/07/2002,19,61,0.00
04/07/2002,19,64,0.00
05/07/2002,18,60,0.00
06/07/2002,19,57,0.00
07/07/2002,19,61,0.00
08/07/2002,19,61,0.00
09/07/2002,19,57,0.00
10/07/2002,19,61,0.00
11/07/2002,19,57,0.00
12/07/2002,19,64,0.00
13/07/2002,20,57,0.00
14/07/2002,20,57,0.00
15/07/2002,20,50,0.00
16/07/2002,19,57,0.00
17/07/2002,18,60,0.00
18/07/2002,18,64,0.00
19/07/2002,20,60,0.00
20/07/2002,19,50,0.00
21/07/2002,19,65,0.00
22/07/2002,20,61,0.00
23/07/2002,20,57,0.00
24/07/2002,20,57,0.00
25/07/2002,18,57,0.00
26/07/2002,20,65,0.00
27/07/2002,20,57,0.00
28/07/2002,20,54,0.00
29/07/2002,21,32,0.00
30/07/2002,21,34,0.00
31/07/2002,20,53,0.00
01/08/2002,20,53,0.00
02/08/2002,21,51,0.00
03/08/2002,21,64,0.00
04/08/2002,20,65,0.00
05/08/2002,19,61,0.00
06/08/2002,20,57,0.00
07/08/2002,21,50,0.00
08/08/2002,20,61,0.00
09/08/2002,20,60,0.00
10/08/2002,21,57,0.00
11/08/2002,21,57,0.00
12/08/2002,20,61,0.00
13/08/2002,20,61,0.00
14/08/2002,21,57,0.00
15/08/2002,21,54,0.00
16/08/2002,20,51,0.00
17/08/2002,20,61,0.00
18/08/2002,20,61,0.00
19/08/2002,21,65,0.00
20/08/2002,21,65,0.00
21/08/2002,21,61,0.00
22/08/2002,21,69,0.00
23/08/2002,21,65,0.00
24/08/2002,20,58,0.00
25/08/2002,21,54,0.00
26/08/2002,21,57,0.00
27/08/2002,20,57,0.00
28/08/2002,20,53,0.00
29/08/2002,20,57,0.00
30/08/2002,21,50,0.00
31/08/2002,21,54,0.00
01/09/2002,20,68,0.00
02/09/2002,19,65,0.00
03/09/2002,19,44,0.00
04/09/2002,21,50,0.00
05/09/2002,21,53,0.00
06/09/2002,21,61,0.00
07/09/2002,21,61,0.00
08/09/2002,19,61,0.00
09/09/2002,20,65,0.00
10/09/2002,22,83,0.00
11/09/2002,21,74,0.00
12/09/2002,20,58,0.00
13/09/2002,22,65,0.00
14/09/2002,21,54,0.00
15/09/2002,22,54,0.00
16/09/2002,20,54,0.00
17/09/2002,21,61,0.00
18/09/2002,20,65,0.00
19/09/2002,20,54,0.00
20/09/2002,19,54,0.00
21/09/2002,20,57,0.00
22/09/2002,20,57,0.00
23/09/2002,20,61,0.00
24/09/2002,21,69,0.00
25/09/2002,20,65,0.00
26/09/2002,21,68,0.00
27/09/2002,22,78,0.00
28/09/2002,22,74,0.00
29/09/2002,21,69,0.00
30/09/2002,21,73,0.00
01/10/2002,20,61,0.00
02/10/2002,20,61,0.00
03/10/2002,20,57,0.00
04/10/2002,21,64,0.00
05/10/2002,22,65,0.00
06/10/2002,22,69,0.00
07/10/2002,20,60,0.00
08/10/2002,19,52,0.00
09/10/2002,20,50,0.00
10/10/2002,19,53,0.00
11/10/2002,20,53,0.00
12/10/2002,21,44,0.00
13/10/2002,20,53,0.00
14/10/2002,18,50,0.00
15/10/2002,21,64,0.00
16/10/2002,20,57,0.00
17/10/2002,19,46,0.00
18/10/2002,20,64,0.00
19/10/2002,20,73,0.00
20/10/2002,19,50,0.00
21/10/2002,19,50,0.00
22/10/2002,18,53,0.00
23/10/2002,18,60,0.00
24/10/2002,18,64,0.00
25/10/2002,19,65,0.00
26/10/2002,21,61,0.00
27/10/2002,20,69,0.00
28/10/2002,19,69,0.00
29/10/2002,19,61,0.00
30/10/2002,20,61,0.00
31/10/2002,18,65,0.00
01/11/2002,19,69,0.00
02/11/2002,18,50,0.00
03/11/2002,19,65,0.00
04/11/2002,19,61,0.00
05/11/2002,20,50,0.00
06/11/2002,21,61,0.00
07/11/2002,21,65,0.00
08/11/2002,19,50,0.00
09/11/2002,18,65,0.00
10/11/2002,18,61,0.00
11/11/2002,19,53,0.00
12/11/2002,18,60,0.00
13/11/2002,16,47,0.00
14/11/2002,17,41,0.00
15/11/2002,15,55,0.00
16/11/2002,15,52,0.00
17/11/2002,17,52,0.00
18/11/2002,16,56,0.00
19/11/2002,16,56,0.00
20/11/2002,16,65,0.00
21/11/2002,18,60,0.00
22/11/2002,17,49,0.00
23/11/2002,17,46,0.00
24/11/2002,16,55,0.00
25/11/2002,16,64,0.00
26/11/2002,18,73,0.00
27/11/2002,20,53,0.00
28/11/2002,18,52,0.00
29/11/2002,17,59,0.00
30/11/2002,18,60,0.00
01/12/2002,17,60,0.00
02/12/2002,17,63,0.00
03/12/2002,18,64,0.00
04/12/2002,18,64,0.00
05/12/2002,17,59,0.00
06/12/2002,17,59,0.00
07/12/2002,17,52,0.00
08/12/2002,16,49,0.00
09/12/2002,15,63,0.00
10/12/2002,15,55,0.00
11/12/2002,13,52,0.00
12/12/2002,15,59,0.00
13/12/2002,15,46,0.00
14/12/2002,14,56,0.00
15/12/2002,18,73,0.00
16/12/2002,18,77,0.00
17/12/2002,17,56,0.00
18/12/2002,16,56,0.00
19/12/2002,16,68,0.00
20/12/2002,17,78,0.00
21/12/2002,18,68,0.00
22/12/2002,18,73,0.00
23/12/2002,16,55,0.00
24/12/2002,17,64,0.00
25/12/2002,16,64,0.00
26/12/2002,16,57,0.00
27/12/2002,16,43,0.00
28/12/2002,15,52,0.00
29/12/2002,14,64,0.00
30/12/2002,16,72,0.00
31/12/2002,17,68,0.00
